rank,tmdb_id,title,original_title,original_language,release_date,release_year,popularity,vote_average,vote_count,adult,video,genre_ids,genres,runtime,status,tagline,budget,revenue,homepage,imdb_id,production_companies,production_countries,spoken_languages,cast,directors,keywords,overview,poster_url,backdrop_url,kobis_movie_cd,kobis_movie_nm,kobis_open_dt,kobis_match_status,kobis_boxoffice_date,kobis_rank,kobis_audi_acc,kobis_sales_acc,kobis_daily_audi_cnt,kobis_daily_sales_amt,kobis_scrn_cnt,kobis_show_cnt,page,fetched_at
836,21781,거미숲,거미숲,ko,2004-09-03,2004,1.2848,6.615,91,False,False,53|27|9648|18,스릴러|공포|미스터리|드라마,112,Released,기억 속의 놈과 마주쳤다,0,0,,tt0407821,OAK Films|CJ Entertainment|Egg Film,KR,Korean,감우성(Kang Min)|서정(Min Su-jin / Eun-ah)|강경헌(Hwang Su-yeong)|장현성(Choi Seong-hyeon)|조성하(Choi Jong-Pil)|손병호(Kim Cheol-ju)|Kim Hak-jun(Boy)|김희정(Girl (uncredited))|정승길(Detective Park / Male voice (uncredited))|Jung Sang-cheol(Chief detective),송일곤,forest|murder|cabin in the woods|sickle|secluded cabin,"유령이 나온다는 숲, 거미숲에 관한 제보를 받고 취재를 떠난  강민PD. 다음날 심한 부상을 입은 채 발견된다. 혼수상태에서 14일만에 깨어난 그는 거미숲에 두사람의 시체가 있다는 충격적인 말을 내뱉는다. 이 소식을 들은 그의 친구 최형사는 거미숲으로 찾아간다. 그리고 그의 진술대로 살해당한 지 오래된 듯, 부패한 상태로 남아있는 남, 여 시체 두 구를 발견한다. 그런데 죽은 여자, 즉 방송국 리포터 황수영과 강민과의 내연의 관계가 밝혀지면서 강민은 유력한 살인용의자로 떠오른다.  사건의 진실을 밝히기 위해 최형사와 함께 알리바이를 되짚어 가는 강민. 강민에게 거미숲에 관한 제보를 했던 여인을 찾는 것으로 수사는 좁혀지고 그는 취재 과정에서 들었던 거미숲의 전설에 관한 실체를 파헤치기 시작한다. 그러나 거미숲의 비밀에 다가가면 다가갈수록 미로에 갇힌 듯 더욱 큰 혼란이 몰려오기 시작한다. 과연 그는 거미숲의 미스터리와 살인사건의 진실을 밝혀낼 수 있을 것인가?",https://image.tmdb.org/t/p/original/72m0VJrICvdWzaK4uw0Vi4l6697.jpg,https://image.tmdb.org/t/p/original/3n64ecD4Sissex4f4GGSikKQ9hV.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
837,17593,영화는 영화다,영화는 영화다,ko,2008-09-11,2008,1.2589,6.9,92,False,False,28|80|18,액션|범죄|드라마,112,Released,이기는 놈이 주인공이 된다,0,0,,tt1345734,Sponge|Kim Ki Duk Film|Seoul Broadcasting System|CJ Entertainment|Tube Entertainment|Showbox,KR,Korean,소지섭(Lee Kang-pae)|강지환(Jang Soo-ta)|홍수현(Kang Mi-na)|고창석(Director Bong)|공정환(Seong-min)|장희진(Eun-sun)|한기중(President Park)|정만식(Detective)|Lee Kyung-joon(In-Movie Directing Department Newbie)|배용근(Bartender),장훈,gangster,"영화를 촬영하던 배우 장수타는 액션씬에서 욱하는 성질을 참지 못해 상대 배우를 폭행, 영화는 제작 중단 위기에 처한다. 또한 어떤 배우도 깡패 같은 배우 수타의 상대역에 나서지 않아 궁지에 몰린다. 그는 궁여지책으로 룸싸롱에서 사인을 해주며 알게 된 조직폭력배 넘버 투 이강패를 찾아가 영화 출연을 제의한다. 누구도 모르게 영화 배우의 꿈을 갖고 있었던 강패는 수타의 제안에 흥미를 느끼며 출연에 응하는 대신 한가지 조건을 내건다. 액션씬은 연기가 아닌 실제 싸움을 하자는 것! 배우가 안되었으면 깡패 못지 않은 싸움 실력을 갖추었을 것이라 자신하는 수타 역시 이 조건을 받아들이고, 두 사람의 치열한 전쟁과도 같은 영화 촬영이 시작되는데...",https://image.tmdb.org/t/p/original/eK1gdVHi3ajNIhSrgRXDqIoGnGQ.jpg,https://image.tmdb.org/t/p/original/7ilfZ5YcBf2IZe2280PqsxudaQj.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
838,511883,바람 바람 바람,바람 바람 바람,ko,2018-04-05,2018,1.441,6.7,29,False,False,35,코미디,100,Released,"왜 사랑을 해도, 결혼을 해도 외로운 거죠?",0,0,,tt8108278,Next Entertainment World|Hive Media Corp,KR,Korean,이성민(Seok-geun)|신하균(Bong-soo)|송지효(Mi-young)|이엘(Jenny)|장영남(Dam-deok)|고준(Hyo-bong)|양현민(Beom-su)|이하늬(A Billiard Clerk)|Han Eun-sun(A Woman in Her 30s)|유아름(A Woman in Her 40s),이병헌,daegu,"끝도 없이 사랑 받고 싶은 철부지 어른들이 온다.  20년 경력을 자랑하는 ‘바람’의 전설 석근은 SNS와 사랑에 빠진 여동생 미영의 남편 봉수를 ‘바람’의 세계로 인도한다. 하지만 세 사람 앞에 나타난 치명적인 매력의 소유자 제니의 등장으로 네 사람의 인생은 걷잡을 수 없이 꼬여만 가고.. 갈수록 환장, 들키면 끝장  뭘해도 외로운  어른들을 위한 코미디가 온다!",https://image.tmdb.org/t/p/original/qefZ91Q99uf9bwrMOE7bb16ks4N.jpg,https://image.tmdb.org/t/p/original/kKP7gfLw71PgSyTTX2KnBjJyqR6.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
839,49284,야수와 미녀,야수와 미녀,ko,2005-10-27,2005,1.1984,6.192,26,False,False,35|10749,코미디|로맨스,101,Released,,0,0,,tt0485553,Sio Film,KR,Korean,류승범(Ku Dong-geon)|신민아(Jang Hae-ju)|김강우(Tak Jun-ha)|안길강(Choi Do-shik)|안상태(Jung-suk)|김병옥(Hae-ju's Father)|유다인(Art Gallery Guide)|함은정(Hae-mi)|윤종신(Plastic Surgeon)|Lee Young Sook(Hae-ju's Mother),Lee Kae-byeok,,"만화 영화 ‘괴물’ 소리 전문 성우 ‘구동건’ 은 앞이 보이지 않치만 세상 그 누구보다 예쁘고 착한 애인 ‘장해주’ 가 있다. 해주의 손발이 되어 그녀만을 위한 세상을 만들어주던 동건은 자신의 모습을 궁금해하는 해주에게 이마에 큰 흉터가 있는 험악한 인상 대신 얼떨결에 고교 동창 킹카 였던 ‘탁준하’의 외모인양 자신을 설명한다. 거짓말의 행복함도 잠시…. 해주가 수술을 받고 눈을 뜨게 된 것이다!! 거짓말이 탄로 날까 안절부절 못하던 동건은 눈을 뜬 해주의 병원을 찾지만, 그의 모습을 못 알아보는 해주를 보자 얼떨결에 자신을 동건의 친구 정석이라고 거짓말하게 된다. 급기야 동건의 집을 찾아온 해주와 마주치차 당황한 나머지 동건은 동건이 하와이에 출장갔다는 메가톤급 거짓말을 해버린다. 해주 앞에 나서지 못하고 주변을 맴돌던 동건에게 해주가 눈을 뜬 것 이상의 위기가 닥쳐온다! 바로 자신의 외모인양 해주에게 설명했던 고교동창 킹카 ‘탁준하’ 가 우연히 해주와 만나게 된 것이다. 완벽한 킹카 검사의 등장도 괴로운데 탁준하는 해주에게 첫눈에 반해 적극적인 애정공세를 펼치기 시작한다. 심지어 숨어서 지켜보는 동건 앞에 탁검사에게 복수를 꿈꾸는 어리버리한 조폭 ‘도식’ 까지 끼어들면서 상황은 더욱 꼬여만 간다. 그러던 어느 날, 그림같이 잘 어울리는 해주와 준하의 모습을 본 동건은 눈물을 머금고 해주를 떠나 진짜 하와이로 떠나는 결심을 하게 되는데….",https://image.tmdb.org/t/p/original/3VPb44405tS0oov3pGdOkf6P911.jpg,https://image.tmdb.org/t/p/original/kXywiS3mT9G9Feslvd1bU49Wsof.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
840,848198,젠틀맨,젠틀맨,ko,2022-12-28,2022,1.1836,5.9,25,False,False,28|80,액션|범죄,123,Released,나쁜 놈 잡는데 예의가 필요해?,0,0,,tt24670346,H& Entertainment|트릭스터|Contents Wavve|Studio Wavve,KR,Korean,주지훈(Ji Hyun-soo)|박성웅(Kwon Do-hoon)|최성은(Kim Hwa-jin)|박혜은(I-rang)|강홍석(Chang-mo)|이달(Pil-yong)|권한솔(Joo-young)|이서환(Manager Lee)|박지훈(Myeong-ho)|표영서(Yeon-soo),Kim Kyoung-won,falsely accused|private investigator|impersonator|prosecutor|abduction|ambiguous,"의뢰받은 사건은 100% 처리하는 흥신소 사장 지현수. 의뢰인과 함께 강아지를 찾기 위해 간 어느 펜션에서 괴한의 습격을 받고 쓰러진다. 끊어진 기억, 사라진 의뢰인. 정신을 차려보니 졸지에 납치 사건 용의자로 몰려버렸다. 꼼짝없이 체포되던 중 차 전복사고 후 검사로 오해받은 지현수는  실종된 의뢰인을 찾기 위해 검사로 위장해 수사를 시작한다. 검사들의 검사, 일명 감찰부 미친 X 김화진. 하늘 높은 줄 모르던 그가 좌천의 쓴맛을 보며 지내던 어느 날, 한 납치 사건을 조사하던 중 검사 행세를 하는 지현수와 만나게 된다. 단순한 납치로 여겼던 사건이 자신을 물 먹인 로펌 재벌 권도훈과 관련되어 있음을 알게 된다. 누명을 벗고자 하는 지현수와 권도훈을 잡고 싶은 김화진, 각자의 목표를 위해 손을 잡게 된 두 사람은 거대 로펌 재벌의 추악한 범죄를 파헤치다 전혀 뜻밖의 상황을 맞이하게 되는데...",https://image.tmdb.org/t/p/original/7LvQFbeED6sUVAVZ6Cet5igqTvs.jpg,https://image.tmdb.org/t/p/original/sjKnKEDHnjzsOmUHtqQ2hKTqgv2.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
841,376494,순정,순정,ko,2016-02-24,2016,1.463,7.9,65,False,False,18|10749,드라마|로맨스,113,Released,23년 전 첫사랑의 목소리가 라디오에서 흘러나왔다…,0,0,,tt5615904,LiTTLE BiG PiCTURES|Jupiter Film,KR,Korean,도경수(Beom-sil)|김소현(Soo-ok)|Yeon Jun-seok(San-dol)|이다윗(Gae-deok)|주아름(Gil-ja)|박해준(Min-ho)|김지호(Gil-ja)|박용우(Hyung-joon)|이대연(Su-ok's Father)|황석정(Gae-deok's Mother),Lee Eun-hee,,"라디오 DJ ‘형준’은 어느 날, 생방송 중에 도착한 낯익은 이름의 편지 한 통에 당혹스러움을 감추지 못한다. 사연을 보낸 이는 바로 23년 전 가슴 한 켠에 묻어두었던 첫사랑의 이름 ‘정수옥’. 그녀의 손글씨로 정성스레 쓰인 노트를 보며 형준은 잊고 지냈던 23년 전의 기억들이 되살아나기 시작하는데… 1991년, 여름방학을 맞아 ‘수옥’이 기다리고 있는 고향 섬마을에 모인 ‘범실’과 친구들.  다섯이어야 오롯이 하나가 되는 이들은 함께여서 더욱 빛나는 시간들로 여름날의 추억을 쌓아간다.  그리고, ‘수옥’이 원하는 것이라면 뭐든지 해주고 싶은 ‘범실’의 마음… 열일곱 ‘범실’과 ‘수옥’에게 잊을 수 없는 특별한 순간이 찾아온다!  과거와 현재를 넘나드는 단 하나의 첫사랑! 그 해 여름, 아련한 추억 속으로 음악비행이 시작된다!",https://image.tmdb.org/t/p/original/kiZSv7nLG9YKpV2yv1itviuwZmn.jpg,https://image.tmdb.org/t/p/original/l4DaqUyOSXjliDU5DrDfKs17A6.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
842,81460,푸른소금,푸른소금,ko,2011-08-31,2011,1.4004,6.451,72,False,False,28|18|10749,액션|드라마|로맨스,120,Released,아름답고 슬픈 저격,0,0,,tt2015315,CJ Entertainment,KR,Korean,송강호(Du-heon)|신세경(Se-bin)|천정명(Ae-kku)|이종혁(Baek Kyung-min)|김민준(K)|윤여정(Madame Kang)|이솜(Lee Eun-jung)|장영남(Culinary School Instructor)|이종필(Yong-soo)|조영진(Boss Ki),이현승,friendship|assassin|cooking|deception|love|mafia,"전설로 불리던 조직 세계를 떠나 식당 하나 차려서 평범하게 살고 싶은 남자, 두헌. 그를 감시하라는 의뢰를 받고 그에게 접근하기 위해 요리학원에 나타난 여자, 세빈. 과거를 숨기고 싶은 두헌과 정체를 숨겨야만 하는 세빈은 서로를 속인 채 조금씩 가까워진다. 두헌이 조직 보스의 후계자로 거론되자 조직 내 분열이 일기 시작한다. 그리고 세빈은 그를 죽이라는 새로운 임무를 받는다. 두헌의 일거수일투족을 감시하면서 저격할 기회를 노리는 세빈. 하지만 자신도 모르는 사이에 마음이 흔들리고, 두헌은 마침내 세빈의 정체를 알게 되는데...",https://image.tmdb.org/t/p/original/iyYp4IzPZvIZw3am03bVPIFoq38.jpg,https://image.tmdb.org/t/p/original/fuuyu5OxInQuJOD11HVHVeROv8b.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
843,803369,시리즈 다세포 소녀,시리즈 다세포 소녀,ko,2006-07-01,2006,1.0813,3.5,2,False,False,18,드라마,595,Released,,0,0,,tt33343146,,,Korean,곽지민|고준희|안내상|Yim Sung Un|Cha Jin-yeob|임성언(Class monitor),Woo Seon Ho|Kim Ho-joon|Jo Woon|Jung So Yeon|안태진|Kim Sung-ho|정민성,,,https://image.tmdb.org/t/p/original/k2NuimoVtOBmsEb0gfIIcZIlS9N.jpg,,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
844,380254,"로봇, 소리","로봇, 소리",ko,2016-01-27,2016,1.1221,6.7,17,False,False,18|878,드라마|SF,117,Released,2016년 가장 희망적인 ‘소리’를 만난다!,0,0,,tt4788944,Lotte Entertainment|DCG Plus,KR,Korean,이성민(Hae-Gwan)|심은경(Sori (voice))|이하늬(Ji-yeon)|채수빈(Yoo-joo)|이희준(Jin-ho)|김원해(Goo-cheol)|류준열(Underground Singer)|전국환(President Go)|곽시양(Hyeon-soo)|전혜진(Hyun-sook),이호재,artificial intelligence (a.i.)|search|robot|road movie|missing daughter|humanity|daegu,"10년전 실종된 딸, 포기하려는 순간 녀석이 나타났다!  2003년 대구, 해관(이성민)의 하나뿐인 딸 유주가 실종되는 사건이 벌어진다. 아무런 증거도 단서도 없이 사라진 딸의 흔적을 찾기 위해 해관은 10년 동안 전국을 찾아 헤맨다. 모두가 이제 그만 포기하라며 해관을 말리던 그때, 세상의 모든 소리를 기억하는 로봇 ‘소리’를 만난다.  “미친 소리 같겠지만,  이 녀석이 내 딸을 찾아줄 것 같습니다.”  해관은 목소리를 통해 대상의 위치를 추적할 수 있는 로봇의 특별한 능력을 감지하고 딸 유주를 찾기 위해 동행에 나선다. 사라진 딸을 찾을 수 있다는 마지막 희망을 안고 ‘소리’가 기억해내는 유주의 흔적에 한 걸음씩 가까워지는 둘. 한편, 사라진 로봇을 찾기 위해 해관과 ‘소리’를 향한 무리들의 감시망 역시 빠르게 조여오기 시작하는데… 과연 그들은 사라진 딸 유주를 찾을 수 있을까?",https://image.tmdb.org/t/p/original/2sAcfaBKW1ETstuLXXNkA9DAURI.jpg,https://image.tmdb.org/t/p/original/kckxCJXjj0yhUf4OO1Nt8MfgfSU.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
845,13407,파랑주의보,파랑주의보,ko,2005-12-22,2005,2.0209,6.611,36,False,False,18|10749,드라마|로맨스,95,Released,"전국 설레고 행복, 그리고 차차 첫사랑이 깊어지겠습니다.",0,0,,tt0488177,iFilm|iLoveCinema,KR,Korean,송혜교(Bae Soo-eun)|차태현(Kim Soo-ho)|이순재(Kim Man-geum)|김해숙(Soo-ho's Mother)|송창의(Park Jong-goo)|문정희(Soon-im)|박효준(Oh Sung-jin)|김신영(Soo-ho's Sister)|이문세(DJ)|김윤석(Biology Teacher),전윤수,love,"고 2 동갑내기 친구 수호(차태현)과 수은(송혜교)은 중학교 때부터 알고 지낸 사이. 공부는 그럭저럭 외모도 그럭저럭, 속 깊고 착하지만 평범하기 그지없는 수호와 달리 수은은 교내 모든 남학생들이 좋아하는 짝사랑의 대상. 하지만 마음도 얼굴도 제일 예쁜 수은에게도 짝사랑의 상대가 있었으니, 그건 바로 수호. 오랫동안 수호에 대한 짝사랑을 품어왔던 수은은 어느 날 수호에게 작심하고 남다른 관심을 내보인다. 그녀가 수호와 어울려 다니자 전교생은 충격에 휩싸이고, 평소 수은을 짝사랑했던 남학생들의 질투어린 시선이 분노의 주먹이 수호를 향해 가지만, 정작 당사자인 수호만은 수은이가 자신을 좋아한다는 사실을 알지 못한다.  사랑인가봐...너랑 잡은 손에서도 심장이 뛰어. 눈치가 느린 수호를 위해, 먼저 사랑 고백을 감행하는 수은. 수은은 음성사서함을 통해 자신의 감정을 남기고, 수은의 달콤한 사랑 고백을 들은 수호는 그 날 밤 드디어 첫사랑의 설레임에 밤을 지샌다. 수은의 사랑 고백 후 공식 커플로 사귀게 된 수호와 수은은 천천히 자신들의 첫사랑을 키워나가게 된다. 어느 날 친구들의 전폭적인 지원(?)으로 섬 여행을 떠나게 되는 수호와 수은. 뜻하지 않은 여행에서 수호와 수은은 둘의 사랑이 첫사랑에서 생애 가장 아름다운 사랑으로 커져 가고 있음을 느끼게 된다.",https://image.tmdb.org/t/p/original/xXEiriyobpjWQcQuOL6mDBBJ3V6.jpg,https://image.tmdb.org/t/p/original/xMSlGT3XeytPjxTJBEQ9YZz01BQ.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
846,1600421,스트레이 키즈 : 더 도미네이트 익스피리언스,스트레이 키즈 : 더 도미네이트 익스피리언스,ko,2026-02-04,2026,1.1946,8.847,36,False,False,10402|99,음악|다큐멘터리,146,Released,,0,23465818,,tt39216314,Universal Pictures Content Group|JYP Entertainment|Live Nation Studios,KR|US,English|Korean,방찬(Self)|리노(Self)|창빈(Self)|현진(Self)|한(Self)|필릭스(Self)|승민(Self)|아이엔(Self),Paul Dugdale|Farah Khalid,concert film|boy band|k-pop|music documentary,"스트레이 키즈 : 더 도미네이트 익스피리언스는 스트레이 키즈의 월드 투어로 관객을 이끌며, 폭발적인 라이브 퍼포먼스와 솔직한 인터뷰, 그리고 비하인드 스토리를 하나의 서사로 엮어낸다. 바쁜 투어 일정을 소화해 나가는 동안 멤버들은 음악과 팀워크, 그리고 공통된 열정이 무대 위와 무대 밖에서 어떻게 그들을 형성해왔는지 되짚는다. 무대 위의 강렬함과 정교함은 물론, 그들을 앞으로 나아가게 하는 창의성, 규율, 그리고 끈끈한 유대감을 조명한다. 준비 과정에서의 즐거움, 압박감, 그리고 순수한 환희의 순간을 통해, 멤버들은 자신들을 지금의 자리로 이끈 가치에 단단히 기반을 두고 새로운 도전에 임한다. 모든 여정의 중심에 STAY를 두고 써 내려가고 있는 이들의 이야기를 가장 가까운 시선으로 담아낸다.",https://image.tmdb.org/t/p/original/cx2dZzVe7HfEUEhQNTWhSmnwI21.jpg,https://image.tmdb.org/t/p/original/sEcWQzk7uTBNMrWnMGD6hfDmrEo.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
847,70131,열혈남아,열혈남아,ko,2006-11-19,2006,0.9878,6.856,45,False,False,80|18,범죄|드라마,118,Released,세상에서 가장 나쁜 복수를 꿈꾸다,0,0,,tt0969367,Sidus|CJ Entertainment,KR,Korean,설경구(Jae-moon)|조한선(Chi-gook)|나문희(Jeom-sim)|윤제문(Dae-sik)|류승룡(Min-jae)|오용(Sang-geun)|심이영(Mi-ryung)|김준배(Won-ki)|권성덕(Supermarket Elder)|조덕제(Detective 1),이정범,,"재문은 소년원에서 만난 민재와 한 조직에 몸을 담고 운명을 함께하게 된다. 조직의 임무를 수행하다가 둘은 실수로 엉뚱한 사람을 죽이게 되고 그 대가로 재문은 가장 의지하던 민재를 눈앞에서 잃고 만다. 죽어가는 민재를 두고 뒷걸음질쳐야만 했던 재문은 조직의 염려와 만류를 뒤로 한 채 민재를 죽인 대식에게 복수할 결심을 하고, 조직에 갓 들어온 치국을 앞세워 벌교로 향한다. 도내 태권도 대회에서 메달까지 땄던 치국은 어머니의 병환으로 조직에 발을 들이게 되고 첫 임무로 고향인 벌교에서 재문의 복수계획에 동참하게 된다. 치국은 인정머리 없이 냉혹하지만 내면에 외로움과 따뜻함을 지닌 재문에게 측은함을 느낀다. 그는 명분 없는 복수를 강행하려는 재문을 만류해보지만 독한 복수를 향한 재문의 결심에는 흔들림이 없다.  복수를 계획한 벌교 읍내 체육대회가 열리기까지는 일주일. 주변을 탐색하던 재문은 대식의 엄마 점심이 하는 국밥 집에 드나들게 된다. 점심은 생사를 모르는 둘째 아들 같은 느낌이 드는 재문이 왠지 낯설지 않고, 재문은 자신을 아들처럼 대하는 점심에게 느껴지는 모정 때문에 혼란스럽다. 체육대회가 한창인 벌교초등학교, 낯선 얼굴인 재문을 경계하던 대식과 그를 찾아 나선 재문은 마침내 텅 빈 교실 한복판에서 맞닥뜨리게 되는데..",https://image.tmdb.org/t/p/original/3TYf4SsSLrUeCC0U4GHhYCDvMmi.jpg,https://image.tmdb.org/t/p/original/hu9mGr9y78dov6ofJmq3UiXySk4.jpg,,,,pending,,,,,,,,,63,2026-05-28T10:29:05.701917+00:00
